company,ticker,link
Cinemark Theatres,CNK,https://www.wikipedia.org/wiki/Cinemark_Theatres
Citigroup,C,https://www.wikipedia.org/wiki/Citigroup
City National Corporation,CYN,https://www.wikipedia.org/wiki/City_National_Bank_(California)
Civeo Corporation,CVEO,https://www.wikipedia.org/wiki/Civeo_Corporation
Clarcor,CLC,https://www.wikipedia.org/wiki/Clarcor
Clean Harbors,CLH,https://www.wikipedia.org/wiki/Clean_Harbors
Clear Channel Outdoor,CCO,https://www.wikipedia.org/wiki/Clear_Channel_Outdoor
Clearwater Paper,CLW,https://www.wikipedia.org/wiki/Clearwater_Paper
CLECO,CNL,https://www.wikipedia.org/wiki/CLECO
Cleveland-Cliffs,CLF,https://www.wikipedia.org/wiki/Cleveland-Cliffs
Clorox,CLX,https://www.wikipedia.org/wiki/Clorox
Cloud Peak Energy,CLD,https://www.wikipedia.org/wiki/Cloud_Peak_Energy
ClubCorp,MYCC,https://www.wikipedia.org/wiki/ClubCorp
CMS Energy,CMS,https://www.wikipedia.org/wiki/CMS_Energy
CNA Financial,CNA,https://www.wikipedia.org/wiki/CNA_Financial
CNH Industrial,CNHI,https://www.wikipedia.org/wiki/CNH_Industrial
CNO Financial Group,CNO,https://www.wikipedia.org/wiki/CNO_Financial_Group
CNOOC Limited,CEO,https://www.wikipedia.org/wiki/CNOOC_Limited
"Coach, Inc.",COH,"https://www.wikipedia.org/wiki/Coach,_Inc."
Cobalt International Energy,CIE,https://www.wikipedia.org/wiki/Cobalt_International_Energy
The Coca-Cola Company,KO,https://www.wikipedia.org/wiki/The_Coca-Cola_Company
Coca-Cola Enterprises,CCE,https://www.wikipedia.org/wiki/Coca-Cola_Enterprises
"Coca-Cola FEMSA, S.A.B. De C.V.",KOF,https://www.wikipedia.org/wiki/FEMSA
Coeur Mining,CDE,https://www.wikipedia.org/wiki/Coeur_Mining
"Cohen & Steers, Inc.",CNS,https://www.wikipedia.org/wiki/Cohen_%26_Steers
Colfax Corporation,CFX,https://www.wikipedia.org/wiki/Colfax_Corporation
Colgate-Palmolive,CL,https://www.wikipedia.org/wiki/Colgate-Palmolive
Comcast,CCV,https://www.wikipedia.org/wiki/Comcast
Comerica,CMA,https://www.wikipedia.org/wiki/Comerica
Comfort Systems USA,FIX,https://www.wikipedia.org/wiki/Comfort_Systems_USA
Commercial Metals Company,CMC,https://www.wikipedia.org/wiki/Commercial_Metals_Company
"Community Bank, N.A.",CBU,"https://www.wikipedia.org/wiki/Community_Bank,_N.A."
Community Health Systems,CYH,https://www.wikipedia.org/wiki/Community_Health_Systems
Companhia Brasileira de Distribuição,CBD,https://www.wikipedia.org/wiki/GPA_(company)
Sabesp,SBS,https://www.wikipedia.org/wiki/Sabesp
CEMIG,CIG,https://www.wikipedia.org/wiki/CEMIG
Copel,ELP,https://www.wikipedia.org/wiki/Copel
Companhia Siderúrgica Nacional,SID,https://www.wikipedia.org/wiki/Companhia_Sider%C3%BArgica_Nacional
Compass Minerals,CMP,https://www.wikipedia.org/wiki/Compass_Minerals
Compañia de Minas Buenaventura SA,BVN,https://www.wikipedia.org/wiki/Buenaventura_(mining_company)
Compañía de las Cervecerías Unidas,CCU,https://www.wikipedia.org/wiki/Compa%C3%B1%C3%ADa_de_las_Cervecer%C3%ADas_Unidas
Computer Sciences Corporation,CSC,https://www.wikipedia.org/wiki/Computer_Sciences_Corporation
Con-way,CNW,https://www.wikipedia.org/wiki/Con-way
ConAgra Foods,CAG,https://www.wikipedia.org/wiki/ConAgra_Foods
ConocoPhillips,COP,https://www.wikipedia.org/wiki/ConocoPhillips
CONSOL Energy Inc.,CNX,https://www.wikipedia.org/wiki/Consol_Energy
Consolidated Edison,ED,https://www.wikipedia.org/wiki/Consolidated_Edison
Constellation Brands,STZ,https://www.wikipedia.org/wiki/Constellation_Brands
The Container Store,TCS,https://www.wikipedia.org/wiki/The_Container_Store
Continental Resources,CLR,https://www.wikipedia.org/wiki/Continental_Resources
Volaris,VLRS,https://www.wikipedia.org/wiki/Volaris
Convergys,CVG,https://www.wikipedia.org/wiki/Convergys
The Cooper Companies,COO,https://www.wikipedia.org/wiki/The_Cooper_Companies
Cooper-Standard Automotive,CPS,https://www.wikipedia.org/wiki/Cooper-Standard_Automotive
Cooper Tire & Rubber Company,CTB,https://www.wikipedia.org/wiki/Cooper_Tire_%26_Rubber_Company
Copa Holdings,CPA,https://www.wikipedia.org/wiki/Copa_Holdings
Core Laboratories,CLB,https://www.wikipedia.org/wiki/Core_Laboratories
CoreLogic,CLGX,https://www.wikipedia.org/wiki/CoreLogic
Corning Inc.,GLW,https://www.wikipedia.org/wiki/Corning_Inc.
Corpbanca,BCA,https://www.wikipedia.org/wiki/Corpbanca
The Corporate Executive Board Company,CEB,https://www.wikipedia.org/wiki/The_Corporate_Executive_Board_Company
Corporate Office Properties Trust,OFC,https://www.wikipedia.org/wiki/Corporate_Office_Properties_Trust
Corrections Corporation of America,CXW,https://www.wikipedia.org/wiki/Corrections_Corporation_of_America
Cosan,CZZ,https://www.wikipedia.org/wiki/Cosan
Costamare,CMRE,https://www.wikipedia.org/wiki/Costamare
Cott,COT,https://www.wikipedia.org/wiki/Cott
"Coty, Inc.",COTY,"https://www.wikipedia.org/wiki/Coty,_Inc."
Coupons.com,COUP,https://www.wikipedia.org/wiki/Coupons.com
Cousins Properties,CUZ,https://www.wikipedia.org/wiki/Cousins_Properties
Covance,CVD,https://www.wikipedia.org/wiki/Covance
Covanta Energy,CVA,https://www.wikipedia.org/wiki/Covanta_Energy
Covidien,COV,https://www.wikipedia.org/wiki/Covidien
CPFL Energia,CPL,https://www.wikipedia.org/wiki/CPFL_Energia
Crane Co.,CR,https://www.wikipedia.org/wiki/Crane_Co.
Crawford & Company,CRD.A,https://www.wikipedia.org/wiki/Crawford_%26_Company
Credicorp,BAP,https://www.wikipedia.org/wiki/Credicorp
Credit Suisse,CS,https://www.wikipedia.org/wiki/Credit_Suisse
Crescent Point Energy,CPG,https://www.wikipedia.org/wiki/Crescent_Point_Energy
CRH plc,CRH,https://www.wikipedia.org/wiki/CRH_plc
Crown Castle,CCI,https://www.wikipedia.org/wiki/Crown_Castle
Crown Holdings,CCK,https://www.wikipedia.org/wiki/Crown_Holdings
CryoLife,CRY,https://www.wikipedia.org/wiki/CryoLife
CSS Industries,CSS,https://www.wikipedia.org/wiki/CSS_Industries
CST Brands,CST,https://www.wikipedia.org/wiki/CST_Brands
CSX Corporation,CSX,https://www.wikipedia.org/wiki/CSX_Corporation
CubeSmart,CUBE,https://www.wikipedia.org/wiki/CubeSmart
Cubic Corporation,CUB,https://www.wikipedia.org/wiki/Cubic_Corporation
Frost Bank,CFR,https://www.wikipedia.org/wiki/Frost_Bank
Cummins,CMI,https://www.wikipedia.org/wiki/Cummins
Curtiss-Wright,CW,https://www.wikipedia.org/wiki/Curtiss-Wright
Cvent,CVT,https://www.wikipedia.org/wiki/Cvent
CVR Partners,UAN,https://www.wikipedia.org/w/index.php?title=CVR_Partners&action=edit&redlink=1
CVS Health,CVS,https://www.wikipedia.org/wiki/CVS_Health
Cytec Industries,CYT,https://www.wikipedia.org/wiki/Cytec_Industries
D. R. Horton,DHI,https://www.wikipedia.org/wiki/D._R._Horton
Dun & Bradstreet,DNB,https://www.wikipedia.org/wiki/Dun_%26_Bradstreet
Dana Holding Corporation,DAN,https://www.wikipedia.org/wiki/Dana_Holding_Corporation
Danaher Corporation,DHR,https://www.wikipedia.org/wiki/Danaher_Corporation
Danaos Corporation,DAC,https://www.wikipedia.org/w/index.php?title=Danaos_Corporation&action=edit&redlink=1
Darden Restaurants,DRI,https://www.wikipedia.org/wiki/Darden_Restaurants
DaVita Inc.,DVA,https://www.wikipedia.org/wiki/DaVita_Inc.
DCP Midstream Partners,DPM,https://www.wikipedia.org/wiki/DCP_Midstream_Partners
Deckers Outdoor Corporation,DECK,https://www.wikipedia.org/wiki/Deckers_Outdoor_Corporation
John Deere,DE,https://www.wikipedia.org/wiki/John_Deere
Delek,DK,https://www.wikipedia.org/wiki/Delek
Delphi Automotive,DLPH,https://www.wikipedia.org/wiki/Delphi_Automotive
Delta Air Lines,DAL,https://www.wikipedia.org/wiki/Delta_Air_Lines
Deluxe Corporation,DLX,https://www.wikipedia.org/wiki/Deluxe_Corporation
Demand Media,DMD,https://www.wikipedia.org/wiki/Demand_Media
Demandware,DWRE,https://www.wikipedia.org/wiki/Demandware
Deutsche Bank,DB,https://www.wikipedia.org/wiki/Deutsche_Bank
Devon Energy,DVN,https://www.wikipedia.org/wiki/Devon_Energy
DeVry Education Group,DV,https://www.wikipedia.org/wiki/DeVry_Education_Group
Diageo,DEO,https://www.wikipedia.org/wiki/Diageo
Diamond Offshore Drilling,DO,https://www.wikipedia.org/wiki/Diamond_Offshore_Drilling
Diamond Resorts International,DRII,https://www.wikipedia.org/wiki/Diamond_Resorts_International
Dice.com,DHX,https://www.wikipedia.org/wiki/Dice.com
Dick's Sporting Goods,DKS,https://www.wikipedia.org/wiki/Dick%27s_Sporting_Goods
Diebold,DBD,https://www.wikipedia.org/wiki/Diebold
Digital Realty,DLR,https://www.wikipedia.org/wiki/Digital_Realty
Dillard's,DDS,https://www.wikipedia.org/wiki/Dillard%27s
DineEquity,DIN,https://www.wikipedia.org/wiki/DineEquity
Discover Financial,DFS,https://www.wikipedia.org/wiki/Discover_Financial
Dolby Laboratories,DLB,https://www.wikipedia.org/wiki/Dolby_Laboratories
Dollar General,DG,https://www.wikipedia.org/wiki/Dollar_General
Dominion Resources,D,https://www.wikipedia.org/wiki/Dominion_Resources
Domino's Pizza,DPZ,https://www.wikipedia.org/wiki/Domino%27s_Pizza
Domtar,UFS,https://www.wikipedia.org/wiki/Domtar
Donaldson Company,DCI,https://www.wikipedia.org/wiki/Donaldson_Company
Doral Financial Corporation,DRL,https://www.wikipedia.org/wiki/Doral_Financial_Corporation
Dover Corporation,DOV,https://www.wikipedia.org/wiki/Dover_Corporation
Dover Downs,DDE,https://www.wikipedia.org/wiki/Dover_Downs
Dover Motorsports Incorporated,DVD,https://www.wikipedia.org/wiki/Dover_Motorsports_Incorporated
Dow Chemical Company,DOW,https://www.wikipedia.org/wiki/Dow_Chemical_Company
Dr Pepper Snapple Group,DPS,https://www.wikipedia.org/wiki/Dr_Pepper_Snapple_Group
Dr. Reddy's Laboratories,RDY,https://www.wikipedia.org/wiki/Dr._Reddy%27s_Laboratories
DRDGOLD Limited,DRD,https://www.wikipedia.org/wiki/DRDGOLD_Limited
Dresser-Rand Group,DRC,https://www.wikipedia.org/wiki/Dresser-Rand_Group
"DSW, Inc.",DSW,"https://www.wikipedia.org/wiki/DSW,_Inc."
DTE Energy,DTE,https://www.wikipedia.org/wiki/DTE_Energy
Ducommun,DCO,https://www.wikipedia.org/wiki/Ducommun
Duff & Phelps,DUC,https://www.wikipedia.org/wiki/Duff_%26_Phelps
Duke Energy,DUK,https://www.wikipedia.org/wiki/Duke_Energy
Dycom Industries,DY,https://www.wikipedia.org/w/index.php?title=Dycom_Industries&action=edit&redlink=1
Dynegy,DYN,https://www.wikipedia.org/wiki/Dynegy
E-Commerce China DangDang Inc.,DANG,https://www.wikipedia.org/wiki/Dangdang
E. I. du Pont de Nemours and Company (DuPont),DD,https://www.wikipedia.org/wiki/DuPont
The E. W. Scripps Company,SSP,https://www.wikipedia.org/wiki/E._W._Scripps_Company
Eagle Materials Inc.,EXP,https://www.wikipedia.org/wiki/Eagle_Materials
Eastman Chemical Co.,EMN,https://www.wikipedia.org/wiki/Eastman_Chemical_Company
Eastman Kodak Company,KODK,https://www.wikipedia.org/wiki/Eastman_Kodak
Eaton Corporation plc,ETN,https://www.wikipedia.org/wiki/Eaton_Corporation
Ecolab Inc.,ECL,https://www.wikipedia.org/wiki/Ecolab
Ecopetrol S.A.,EC,https://www.wikipedia.org/wiki/Ecopetrol
Edison International,EIX,https://www.wikipedia.org/wiki/Edison_International
Edwards Lifesciences Corp,EW,https://www.wikipedia.org/wiki/Edwards_Lifesciences
El Paso Electric Co.,EE,https://www.wikipedia.org/wiki/El_Paso_Electric
Eldorado Gold Corporation,EGO,https://www.wikipedia.org/wiki/Eldorado_Gold
Eli Lilly and Company,LLY,https://www.wikipedia.org/wiki/Eli_Lilly_and_Company
"Ellie Mae, Inc.",ELLI,https://www.wikipedia.org/wiki/Ellie_Mae
Embraer S.A.,ERJ,https://www.wikipedia.org/wiki/Embraer
"EMCOR Group, Inc.",EME,https://www.wikipedia.org/wiki/Emcor
Emergent BioSolutions Inc.,EBS,https://www.wikipedia.org/wiki/Emergent_BioSolutions
Emeritus Corporation,ESC,https://www.wikipedia.org/wiki/Emeritus_Senior_Living
Emerson Electric Co.,EMR,https://www.wikipedia.org/wiki/Emerson_Electric
Empire District Electric Co.,EDE,https://www.wikipedia.org/wiki/Empire_District_Electric_Company
Empresa Distribuidora y Comercializadora Norte S.A.,EDN,https://www.wikipedia.org/wiki/Edenor
Empresas ICA S.A. DE C.V.,ICA,https://www.wikipedia.org/w/index.php?title=Empresas_ICA_S.A._DE_C.V.&action=edit&redlink=1
Emulex Corporation,ELX,https://www.wikipedia.org/wiki/Emulex
"Enbridge, Inc.",ENB,https://www.wikipedia.org/wiki/Enbridge
"Enbridge Energy Partners, L.P.",EEP,https://www.wikipedia.org/wiki/Enbridge
Endesa Chile,EOC,https://www.wikipedia.org/wiki/Endesa_(Chile)
"Energizer Holdings, Inc.",ENR,https://www.wikipedia.org/wiki/Energizer
Energy Transfer LP,ET,https://www.wikipedia.org/wiki/Energy_Transfer_Partners
Enerplus Corporation,ERF,https://www.wikipedia.org/wiki/Enerplus
Enersis S.A.,ENI,https://www.wikipedia.org/wiki/Enersis
EnerSys,ENS,https://www.wikipedia.org/wiki/EnerSys
ENI S.p.A.,E,https://www.wikipedia.org/wiki/Eni
"EnPro Industries, Inc.",NPO,https://www.wikipedia.org/wiki/EnPro_Industries
Entergy Corporation,ETR,https://www.wikipedia.org/wiki/Entergy
Enterprise Products Partners L.P.,EPD,https://www.wikipedia.org/wiki/Enterprise_Products
Entravision Communications Corporation,EVC,https://www.wikipedia.org/wiki/Entravision_Communications
"EOG Resources, Inc.",EOG,https://www.wikipedia.org/wiki/EOG_Resources
"EPAM Systems, Inc.",EPAM,https://www.wikipedia.org/wiki/EPAM_Systems
EQT Corporation,EQT,https://www.wikipedia.org/wiki/EQT
Equifax Inc.,EFX,https://www.wikipedia.org/wiki/Equifax
Equity Residential,EQR,https://www.wikipedia.org/wiki/Equity_Residential
Eros International Plc,EROS,https://www.wikipedia.org/wiki/Eros_International
Estee Lauder Companies Inc.,EL,https://www.wikipedia.org/wiki/Est%C3%A9e_Lauder_Companies
Esterline Technologies Corporation,ESL,https://www.wikipedia.org/wiki/Esterline
Ethan Allen Interiors Inc.,ETH,https://www.wikipedia.org/wiki/Ethan_Allen_(furniture_company)
Everbank Financial Corp.,EVER,https://www.wikipedia.org/wiki/EverBank
Evercore Partners Inc.,EVR,https://www.wikipedia.org/wiki/Evercore_Partners
Everest Re Group Ltd.,RE,https://www.wikipedia.org/wiki/Everest_Re
"Everyday Health, Inc.",EVDY,https://www.wikipedia.org/wiki/Everyday_Health
Evogene Ltd.,EVGN,https://www.wikipedia.org/wiki/Evogene
Exar Corporation,EXAR,https://www.wikipedia.org/wiki/Exar_Corporation
Exelis Inc.,XLS,https://www.wikipedia.org/wiki/Exelis_Inc.
Exelon Corporation,EXC,https://www.wikipedia.org/wiki/Exelon
"Express, Inc.",EXPR,"https://www.wikipedia.org/wiki/Express,_Inc."
"Extended Stay America, Inc.",STAY,https://www.wikipedia.org/wiki/Extended_Stay_America
"Exterran Holdings, Inc.",EXH,https://www.wikipedia.org/wiki/Exterran_Holdings
"Extra Space Storage, Inc.",EXR,https://www.wikipedia.org/wiki/Extra_Space_Storage
Exxon Mobil Corporation,XOM,https://www.wikipedia.org/wiki/ExxonMobil
FactSet Research Systems Inc.,FDS,https://www.wikipedia.org/wiki/FactSet
Fair Isaac Corporation,FICO,https://www.wikipedia.org/wiki/FICO
Family Dollar Stores Inc.,FDO,https://www.wikipedia.org/wiki/Family_Dollar
"Farfetch, Ltd.",FTCH,https://www.wikipedia.org/wiki/Farfetch
FBL Financial Group Inc.,FFG,https://www.wikipedia.org/wiki/FBL_Financial_Group
Federal Agricultural Mortgage Corporation,AGM,https://www.wikipedia.org/wiki/Federal_Agricultural_Mortgage_Corporation
Federal Signal Corporation,FSS,https://www.wikipedia.org/wiki/Federal_Signal_Corporation
Federated Investors Inc.,FII,https://www.wikipedia.org/wiki/Federated_Investors
FedEx Corporation,FDX,https://www.wikipedia.org/wiki/FedEx
Ferrellgas Partners L.P,FGP,https://www.wikipedia.org/wiki/Ferrellgas
Ferro Corporation,FOE,https://www.wikipedia.org/wiki/Ferro_Corporation
Fibria Celulose S.A.,FBR,https://www.wikipedia.org/wiki/Fibria
Fidelity & Guaranty Life,FGL,https://www.wikipedia.org/wiki/Fidelity_%26_Guaranty_Life
Fidelity National Financial Inc.,FNF,https://www.wikipedia.org/wiki/Fidelity_National_Financial
"Fidelity National Information Services, Inc.",FIS,https://www.wikipedia.org/wiki/FIS_(company)
First American Financial Corporation,FAF,https://www.wikipedia.org/wiki/First_American_Corporation
First BanCorp,FBP,https://www.wikipedia.org/wiki/First_BanCorp
First Commonwealth Financial Corporation,FCF,https://www.wikipedia.org/wiki/First_Commonwealth_Bank
First Horizon National Corporation,FHN,https://www.wikipedia.org/wiki/First_Horizon_National_Corporation
First Majestic Silver Corp.,AG,https://www.wikipedia.org/wiki/First_Majestic_Silver
"First Niagara Financial Group, Inc.",FNFG.PRB,https://www.wikipedia.org/wiki/First_Niagara_Bank
First Republic Bank,FRC,https://www.wikipedia.org/wiki/First_Republic_Bank
First Trust,FAV,https://www.wikipedia.org/wiki/First_Trust_(company)
FirstEnergy Corp,FE,https://www.wikipedia.org/wiki/FirstEnergy
FirstMerit Corporation,FMER.PRA,https://www.wikipedia.org/wiki/FirstMerit_Corporation
"Flagstar Bancorp, Inc.",FBC,https://www.wikipedia.org/wiki/Flagstar_Bank
Fleetmatics Group PLC,FLTX,https://www.wikipedia.org/wiki/Fleetmatics_Group_PLC
"Flowers Foods, Inc.",FLO,https://www.wikipedia.org/wiki/Flowers_Foods
Flowserve Corporation,FLS,https://www.wikipedia.org/wiki/Flowserve
Fluor Corporation,FLR,https://www.wikipedia.org/wiki/Fluor_Corporation
Fly Leasing Limited,FLY,https://www.wikipedia.org/wiki/FLY_Leasing
FMC Corporation,FMC,https://www.wikipedia.org/wiki/FMC_Corporation
"FMC Technologies, Inc.",FTI,https://www.wikipedia.org/wiki/FMC_Technologies
F.N.B. Corporation,FNB,https://www.wikipedia.org/wiki/FNB_Corporation
"Fomento Economico Mexicano, S.A.B. De C.V.",FMX,https://www.wikipedia.org/wiki/FEMSA
"Foot Locker, Inc.",FL,https://www.wikipedia.org/wiki/Foot_Locker
Ford Motor Company,F,https://www.wikipedia.org/wiki/Ford_Motor_Company
"Forest City Enterprises, Inc.",FCE.A,https://www.wikipedia.org/wiki/Forest_City_Enterprises
Forestar Group Inc.,FOR,https://www.wikipedia.org/wiki/Forestar_Group
Fortress Investment Group LLC,FIG,https://www.wikipedia.org/wiki/Fortress_Investment_Group
"Fortune Brands Home & Security, Inc.",FBHS,https://www.wikipedia.org/wiki/Fortune_Brands_Home_%26_Security
Franco-Nevada Corporation,FNV,https://www.wikipedia.org/wiki/Franco-Nevada
Franklin Covey Company,FC,https://www.wikipedia.org/wiki/FranklinCovey
Franklin Resources Inc.,BEN,https://www.wikipedia.org/wiki/Franklin_Templeton_Investments
Freeport-McMoRan Inc.,FCX,https://www.wikipedia.org/wiki/Freeport-McMoRan
"Freescale Semiconductor, Ltd.",FSL,https://www.wikipedia.org/wiki/Freescale_Semiconductor
Fresenius Medical Care AG & Co. KGAA,FMS,https://www.wikipedia.org/wiki/Fresenius_Medical_Care
Fresh Del Monte Produce Inc.,FDP,https://www.wikipedia.org/wiki/Fresh_Del_Monte_Produce
Frontline Ltd.,FRO,https://www.wikipedia.org/wiki/Frontline_Ltd.
"FTI Consulting, Inc.",FCN,https://www.wikipedia.org/wiki/FTI_Consulting
"Fusion-io, Inc.",FIO,https://www.wikipedia.org/wiki/Fusion-io
FutureFuel Corp.,FF,https://www.wikipedia.org/wiki/FutureFuel
FXCM Inc.,FXCM,https://www.wikipedia.org/wiki/FXCM
Gafisa S.A.,GFA,https://www.wikipedia.org/wiki/Gafisa
"GAIN Capital Holdings, Inc.",GCAP,https://www.wikipedia.org/wiki/Gain_Capital
"Gamco Investors, Inc.",GBL,https://www.wikipedia.org/wiki/GAMCO_Investors
GameStop Corp.,GME,https://www.wikipedia.org/wiki/GameStop
"Gannett Co., Inc.",GCI,https://www.wikipedia.org/wiki/Gannett_Company
"The Gap, Inc.",GPS,https://www.wikipedia.org/wiki/Gap_Inc.
Gartner Inc.,IT,https://www.wikipedia.org/wiki/Gartner
Gatx Corporation,GMT,https://www.wikipedia.org/wiki/General_American_Transportation_Corporation
Gazit-Globe Ltd.,GZT,https://www.wikipedia.org/wiki/Gazit-Globe
Gencorp Inc,GY,https://www.wikipedia.org/wiki/GenCorp
Generac Holdings Inc.,GNRC,https://www.wikipedia.org/wiki/Generac_Power_Systems
"General American Investors Company, Inc.",GAM,https://www.wikipedia.org/wiki/General_American_Investors_Company
General Cable Corporation,BGC,https://www.wikipedia.org/wiki/General_Cable
General Dynamics Corporation,GD,https://www.wikipedia.org/wiki/General_Dynamics
General Electric Company,GE,https://www.wikipedia.org/wiki/General_Electric
"General Mills, Inc.",GIS,https://www.wikipedia.org/wiki/General_Mills
General Motors Company,GM,https://www.wikipedia.org/wiki/General_Motors
Genesco Inc.,GCO,https://www.wikipedia.org/wiki/Genesco
"Genesee & Wyoming, Inc.",GWR,https://www.wikipedia.org/wiki/Genesee_%26_Wyoming
Genie Energy Ltd.,GNE,https://www.wikipedia.org/wiki/Genie_Energy
Genpact Limited,G,https://www.wikipedia.org/wiki/Genpact
Genuine Parts Company,GPC,https://www.wikipedia.org/wiki/Genuine_Parts_Company
"Genworth Financial, Inc.",GNW,https://www.wikipedia.org/wiki/Genworth_Financial
"Geo Group, Inc.",GEO,https://www.wikipedia.org/wiki/GEO_Group
Georgia Power Company,GPE.PRA,https://www.wikipedia.org/wiki/Georgia_Power
Gerdau S.A.,GGB,https://www.wikipedia.org/wiki/Gerdau
GFI Group Inc.,GFIG,https://www.wikipedia.org/wiki/GFI_Group
Gildan Activewear Inc.,GIL,https://www.wikipedia.org/wiki/Gildan_Activewear
Glatfelter,GLT,https://www.wikipedia.org/wiki/Glatfelter
GlaxoSmithKline,GSK,https://www.wikipedia.org/wiki/GlaxoSmithKline
Glimcher Realty Trust,GRT,https://www.wikipedia.org/wiki/Glimcher_Realty_Trust
Global Partners LP,GLP,https://www.wikipedia.org/wiki/Global_Partners
Global Payments Inc.,GPN,https://www.wikipedia.org/wiki/Global_Payments
"GNC Holdings, Inc.",GNC,https://www.wikipedia.org/wiki/GNC_(store)
GOL Linhas Aéreas Inteligentes S.A.,GOL,https://www.wikipedia.org/wiki/Gol_Transportes_A%C3%A9reos
Gold Fields Limited,GFI,https://www.wikipedia.org/wiki/Gold_Fields
Goldcorp Inc.,GG,https://www.wikipedia.org/wiki/Goldcorp
Goldman Sachs Group Inc.,GS,https://www.wikipedia.org/wiki/Goldman_Sachs
The Governor and Company of the Bank of Ireland,IRE,https://www.wikipedia.org/wiki/Bank_of_Ireland
GP Strategies Corporation,GPX,https://www.wikipedia.org/wiki/GP_Strategies_Corporation
Graco Inc.,GGG,https://www.wikipedia.org/wiki/Graco_(fluid_handling)
"Graftech International, Ltd.",GTI,https://www.wikipedia.org/wiki/GrafTech
Graham Holdings Company,GHC,https://www.wikipedia.org/wiki/Graham_Holdings_Company
"Granite Construction, Inc.",GVA,https://www.wikipedia.org/wiki/Granite_Construction
Granite Real Estate Investment Trust,GRP.U,https://www.wikipedia.org/wiki/Granite_Real_Estate
Graphic Packaging Holding Company,GPK,https://www.wikipedia.org/wiki/Graphic_Packaging
"Gray Television, Inc.",GTN,https://www.wikipedia.org/wiki/Gray_Television
Graña y Montero S.A.A.,GRAM,https://www.wikipedia.org/wiki/Gran%C3%A3_y_Montero
Great Plains Energy Inc.,GXP,https://www.wikipedia.org/wiki/Great_Plains_Energy
Green Dot Corporation,GDOT,https://www.wikipedia.org/wiki/Green_Dot_Corporation
"The Greenbrier Companies, Inc.",GBX,https://www.wikipedia.org/wiki/The_Greenbrier_Companies
Griffon Corporation,GFF,https://www.wikipedia.org/wiki/Griffon_Corporation
Group 1 Automotive Inc.,GPI,https://www.wikipedia.org/wiki/Group_1_Automotive
GrubHub Inc.,GRUB,https://www.wikipedia.org/wiki/GrubHub
"GRUMA, S.A.B. de C.V.",GMK,https://www.wikipedia.org/wiki/Gruma
"Grupo Aeroportuario del Pacifico, S.A.B de C.V.",PAC,https://www.wikipedia.org/wiki/Grupo_Aeroportuario_del_Pac%C3%ADfico
"Grupo Aeroportuario del Sureste, S.A.B. de C.V.",ASR,https://www.wikipedia.org/wiki/Grupo_Aeroportuario_del_Sureste
"Grupo Financiero Santander Mexico, S.A.B. de C.V.",BSMX,https://www.wikipedia.org/wiki/Banco_Santander_(Mexico)
"Grupo Televisa, S.A.",TV,https://www.wikipedia.org/wiki/Televisa
"Guangshen Railway Co., Ltd.",GSH,https://www.wikipedia.org/wiki/Guangshen_Railway_(company)
"Guess?, Inc.",GES,https://www.wikipedia.org/wiki/Guess_(clothing)
"Guidewire Software, Inc.",GWRE,https://www.wikipedia.org/wiki/Guidewire_Software
Gulf Power Company,GUA,https://www.wikipedia.org/wiki/Gulf_Power_Company
H&R Block Inc.,HRB,https://www.wikipedia.org/wiki/H%26R_Block
Haemonetics Corp,HAE,https://www.wikipedia.org/wiki/Haemonetics
"Hagerty, Inc.",HGTY,https://www.wikipedia.org/wiki/Hagerty_(insurance)
Halliburton Company,HAL,https://www.wikipedia.org/wiki/Halliburton
Hanesbrands Inc.,HBI,https://www.wikipedia.org/wiki/Hanesbrands
"Hanger, Inc.",HGR,"https://www.wikipedia.org/wiki/Hanger,_Inc."
The Hanover Insurance Group,THG,https://www.wikipedia.org/wiki/Hanover_Insurance
"Harley-Davidson, Inc.",HOG,https://www.wikipedia.org/wiki/Harley-Davidson
Harman International Ind. Inc.,HAR,https://www.wikipedia.org/wiki/Harman_International_Industries
Harmony Gold Mining Company Limited,HMY,https://www.wikipedia.org/wiki/Harmony_Gold_(mining)
Harris Corporation,HRS,https://www.wikipedia.org/wiki/Harris_Corporation
Harsco Corporation,HSC,https://www.wikipedia.org/wiki/Harsco
Harte Hanks Inc.,HHS,https://www.wikipedia.org/wiki/Harte_Hanks
Hartford Financial Services Group Inc.,HIG,https://www.wikipedia.org/wiki/The_Hartford
Haverty Furniture Companies Inc.,HVT,https://www.wikipedia.org/wiki/Havertys
Hawaiian Electric Industries Inc.,HE,https://www.wikipedia.org/wiki/Hawaiian_Electric_Industries
H.B. Fuller Company,FUL,https://www.wikipedia.org/wiki/H.B._Fuller
"HCA Holdings, Inc.",HCA,https://www.wikipedia.org/wiki/Hospital_Corporation_of_America
"HCC Insurance Holdings, Inc.",HCC,https://www.wikipedia.org/wiki/HCC_Insurance_Holdings
"HCP, Inc.",HCP,https://www.wikipedia.org/wiki/Health_Care_Property_Investors
HDFC Bank Limited,HDB,https://www.wikipedia.org/wiki/HDFC_Bank
Headwaters Incorporated,HW,https://www.wikipedia.org/wiki/Headwaters_Incorporated
"Health Net, Inc.",HNT,https://www.wikipedia.org/wiki/Health_Net
HealthSouth Corporation,HLS,https://www.wikipedia.org/wiki/HealthSouth
